iter	Logloss
611	0.03579560996
612	0.03568620073
613	0.03563562449
614	0.03551685991
615	0.03539140047
616	0.03530648271
617	0.03528842005
618	0.03517609702
619	0.03513176905
620	0.03506555202
621	0.03495832332
622	0.03485126385
623	0.03475552173
624	0.03471400435
625	0.0346250007
626	0.03453537636
627	0.03441079311
628	0.03436139887
629	0.03427797335
630	0.03420990907
631	0.03415877904
632	0.0340528538
633	0.0340319081
634	0.03395869524
635	0.03394881426
636	0.03389199562
637	0.03385289153
638	0.03376773871
639	0.03365107161
640	0.03360877251
641	0.03358692282
642	0.03345716899
643	0.03341703768
644	0.03339340731
645	0.0332603713
646	0.03324264036
647	0.03318188355
648	0.03310393089
649	0.03306039145
650	0.03301054992
651	0.03292441494
652	0.03290310432
653	0.03286635947
654	0.03277145832
655	0.03271921552
656	0.03254675557
657	0.03248092515
658	0.03246791898
659	0.03244831889
660	0.03241685161
661	0.03233689224
662	0.03227621153
663	0.0321965806
664	0.03215174459
665	0.03204088728
666	0.03197058234
667	0.0319606013
668	0.03191039456
669	0.03178539646
670	0.03167369374
671	0.03159503058
672	0.03157870146
673	0.03155625675
674	0.03141311094
675	0.0313922173
676	0.03137276266
677	0.03130064095
678	0.03119864633
679	0.03110126646
680	0.03108571702
681	0.03107687921
682	0.03106386508
683	0.03104964001
684	0.03094952526
685	0.03084407279
686	0.03076311416
687	0.0307010358
688	0.03064898083
689	0.03059577129
690	0.03053991904
691	0.03048835261
692	0.03044357059
693	0.03042968869
694	0.03030355028
695	0.03018823008
696	0.0300924822
697	0.03005097115
698	0.02994086212
699	0.02992321979
700	0.02983307522
701	0.02977631708
702	0.0297072924
703	0.02959711708
704	0.0295696361
705	0.02947507127
706	0.02942993374
707	0.02941156986
708	0.02929913418
709	0.02918750287
710	0.02915271768
711	0.02907931543
712	0.02899327646
713	0.02890249339
714	0.02884480354
715	0.02879303655
716	0.02868272892
717	0.02866719846
718	0.02864584064
719	0.02860086712
720	0.02857472267
721	0.02847660625
722	0.02840522359
723	0.02830572558
724	0.02827150166
725	0.02816368685
726	0.02807791151
727	0.02801673224
728	0.02788647892
729	0.02780434836
730	0.02768749664
731	0.02762388254
732	0.02757479657
733	0.0274905536
734	0.02747037697
735	0.02738598349
736	0.02734012468
737	0.02729470071
738	0.02725840146
739	0.02724104978
740	0.02713179942
741	0.02710294828
742	0.02702342432
743	0.02692725151
744	0.02682871454
745	0.02679438749
746	0.02673514649
747	0.02666259117
748	0.02660575268
749	0.02657344848
750	0.02652112706
751	0.02648186231
752	0.02645425764
753	0.026359935
754	0.02628278374
755	0.02625225393
756	0.02617647564
757	0.02611917046
758	0.0261052322
759	0.02610095202
760	0.02606354682
761	0.02605026412
762	0.02599014795
763	0.0259428383
764	0.02593522363
765	0.02589401924
766	0.02583761058
767	0.02574693387
768	0.02569620967
769	0.02569020243
770	0.02566563757
771	0.02563592649
772	0.02561934212
773	0.02560515362
774	0.02552657343
775	0.02545849337
776	0.02536626424
777	0.02532933455
778	0.02528657202
779	0.02527508989
780	0.02519500976
781	0.02518405912
782	0.02512725274
783	0.02510871312
784	0.02501887446
785	0.02495284651
786	0.02491080383
787	0.02486543154
788	0.02480709253
789	0.02477989848
790	0.0247488348
791	0.0247387346
792	0.02473517417
793	0.02471924026
794	0.02471114437
795	0.02468701507
796	0.02465981777
797	0.02462965839
798	0.02460807949
799	0.02457997721
800	0.02457155153
801	0.02456539008
802	0.02456099074
803	0.02450546505
804	0.02449852172
805	0.02445609589
806	0.02442386112
807	0.02439188179
808	0.02437118219
809	0.02434479421
810	0.02429861274
811	0.02427625908
812	0.02423200191
813	0.02416229276
814	0.02410285402
815	0.02403258942
816	0.02399120089
817	0.023969424
818	0.02390720488
819	0.02390377733
820	0.02384222046
821	0.02379425439
822	0.02373062918
823	0.02366535969
824	0.02361286204
825	0.02355636752
826	0.02351501199
827	0.02346089745
828	0.02341632039
829	0.02337449443
830	0.02335275511
831	0.02331079163
832	0.02329601614
833	0.02324744944
834	0.02318944918
835	0.0231175041
836	0.02307905506
837	0.0230706463
838	0.0230328154
839	0.02302015365
840	0.02301660603
841	0.02301363161
842	0.02293272114
843	0.02292560289
844	0.02291018532
845	0.02290026645
846	0.02289797368
847	0.02289020686
848	0.02282090231
849	0.02275982741
850	0.02266725981
851	0.02259124652
852	0.02256233507
853	0.02255971508
854	0.02248135578
855	0.02243701327
856	0.02239652026
857	0.02238993407
858	0.02234717452
859	0.02232260492
860	0.02226072547
861	0.022253023
862	0.02218290453
863	0.02212910282
864	0.02209106748
865	0.02207647087
866	0.02202974422
867	0.02199907482
868	0.0219394393
869	0.02187976912
870	0.02186945679
871	0.02184984928
872	0.02178351988
873	0.02175501073
874	0.02170974921
875	0.02168698008
876	0.02168168431
877	0.02162424259
878	0.02156215421
879	0.02153112169
880	0.02151575867
881	0.02147819276
882	0.0214730177
883	0.02146716932
884	0.021442172
885	0.02141135799
886	0.02138954167
887	0.0213374383
888	0.02130840786
889	0.02128239616
890	0.02124592288
891	0.0212313121
892	0.02117393986
893	0.02109815545
894	0.0210639315
895	0.02100633649
896	0.02098584043
897	0.02096979416
898	0.02096197778
899	0.0209185732
900	0.02089581869
901	0.02083640283
902	0.02082375383
903	0.02082117515
904	0.02076098276
905	0.02069108717
906	0.02068672223
907	0.02062362991
908	0.02060379398
909	0.0205578983
910	0.02055104423
911	0.02050144529
912	0.02048154964
913	0.02045992905
914	0.02044753991
915	0.0204003182
916	0.02034066257
917	0.02033147171
918	0.02032695743
919	0.02031108112
920	0.02024206624
921	0.02020483769
922	0.02018405346
923	0.0201467903
924	0.02011947064
925	0.02010679738
926	0.02006222672
927	0.02002074605
928	0.01999769538
929	0.01994538768
930	0.01988839206
931	0.01983960477
932	0.01981453211
933	0.0197724939
934	0.01975104437
935	0.01973710013
936	0.01973304684
937	0.01967161845
938	0.01966533069
939	0.01963639961
940	0.01963364287
941	0.01960828065
942	0.0195632891
943	0.01951292287
944	0.01947798383
945	0.01946769898
946	0.01942299133
947	0.01937910328
948	0.01937559874
949	0.01936111684
950	0.01934222048
951	0.01929540431
952	0.01926335628
953	0.01924970725
954	0.0192474397
955	0.01917918049
956	0.01913791891
957	0.01909775027
958	0.01906393971
959	0.01905570711
960	0.01899587816
961	0.0189935771
962	0.01896679532
963	0.01892608913
964	0.01889312776
965	0.01883712985
966	0.01880163417
967	0.01876966377
968	0.01873479385
969	0.01871517404
970	0.01866336444
971	0.01862265241
972	0.01860831725
973	0.01856248385
974	0.0185080266
975	0.01844682262
976	0.01840934852
977	0.01836301945
978	0.01835170476
979	0.01832126116
980	0.01830945028
981	0.01827768008
982	0.01826500647
983	0.01824762208
984	0.01818821654
985	0.01815362186
986	0.01813870246
987	0.01812558234
988	0.0181101098
989	0.01807834458
990	0.01805934769
991	0.01802116243
992	0.0179782279
993	0.01797625583
994	0.0179740263
995	0.01795491281
996	0.01794778186
997	0.01791316446
998	0.0178971914
999	0.01788807752
